Peak,Energy,FWHM,RiseTime,Centroid,label
0.319219,0.1,0.70636094,0.12803489,0.5154708,0
0.4354104,0.1,0.5882024,0.19636486,0.53736895,0
0.5683875,0.1887987,0.8279498,0.4,0.55387104,0
0.6215208,0.33122984,1.0,0.4,0.5912846,0
0.3,0.1,0.71117216,0.28612885,0.53765196,0
0.83030814,0.48561686,0.8230072,0.4,0.60477585,0
0.3209632,0.1,1.0,0.2898006,0.5014489,0
0.3,0.10833919,0.86907434,0.19969384,0.5726874,0
0.760441,0.39082122,0.9148331,0.4,0.5524572,0
0.6932643,0.35275424,0.95693886,0.4,0.621508,0
0.6372674,0.3371585,1.0,0.4,0.523453,0
0.3148899,0.1,0.8934892,0.4,0.47159022,0
0.6638641,0.28796622,0.58960915,0.06736459,0.5476539,0
0.4280516,0.17162943,0.8992178,0.4,0.5069106,0
0.3,0.1,0.9847804,0.4,0.5602165,0
0.3156999,0.1,0.4089406,0.20897174,0.4762748,0
0.3,0.1,1.0,0.4,0.52345777,0
0.6304278,0.31350642,0.8825673,0.4,0.5278303,0
0.6847228,0.24808995,0.62148005,0.06129957,0.55494106,0
0.3,0.1,0.83681047,0.21046294,0.56684154,0
0.41871443,0.22059424,1.0,0.15791027,0.5162076,0
0.5289193,0.25748017,1.0,0.4,0.51580536,0
0.3,0.1,0.94888836,0.4,0.5149523,0
0.63741255,0.2476437,0.9009179,0.4,0.55366963,0
0.3,0.1,0.52475125,0.4,0.55116194,0
0.3,0.1,0.9115237,0.3524599,0.5098665,0
0.3,0.13002048,1.0,0.3777544,0.5209248,0
0.37558347,0.1,0.76558316,0.3189519,0.5647797,0
0.3,0.1,1.0,0.293612,0.50571615,0
0.6911997,0.19869058,0.7800778,0.4,0.48917934,0
0.45037782,0.2274509,1.0,0.05,0.54738903,0
0.3,0.1,0.6811269,0.056602582,0.49880502,0
0.5186581,0.20958607,0.98699766,0.26093212,0.53431565,0
0.3,0.1,0.67563075,0.1995524,0.52462727,0
0.7561545,0.29369712,0.63807046,0.05,0.45680466,0
0.3,0.1,0.8344739,0.4,0.5347886,0
0.3608978,0.162039,0.8649721,0.4,0.56911045,0
0.48830545,0.1,0.93997157,0.4,0.47097427,0
0.3,0.1,0.745665,0.29618487,0.4834985,0
0.3,0.15298228,0.8342102,0.4,0.50080675,0
0.50055,0.18185404,0.90843123,0.3448623,0.49688947,0
0.3,0.1,1.0,0.27978364,0.49593276,0
0.6580507,0.44998968,1.0,0.09077993,0.5137957,0
0.3,0.1,0.9395858,0.26079768,0.57397586,0
0.3,0.1,1.0,0.3696966,0.5345586,0
0.42103758,0.14083007,0.90623045,0.22269145,0.48846865,0
0.3,0.1,1.0,0.39363694,0.53856945,0
0.44642225,0.15511562,1.0,0.4,0.54942155,0
0.30407313,0.12778167,0.8411467,0.24458691,0.52028114,0
0.5166411,0.20571582,0.80703896,0.27310556,0.5341251,0
0.42830753,0.14289233,0.87582636,0.07304035,0.5211712,0
0.629831,0.38782,1.0,0.38143566,0.54575586,0
0.3,0.1,0.77670336,0.23614526,0.490585,0
0.60918456,0.3896338,1.0,0.2415763,0.4699636,0
0.449532,0.1213092,0.97431576,0.4,0.52148217,0
0.34636495,0.17660108,1.0,0.19570147,0.52194494,0
0.4927704,0.14464244,0.74729544,0.4,0.48145226,0
0.3,0.1,0.85821265,0.4,0.5051443,0
0.33154917,0.1,0.77562934,0.36176628,0.5303552,0
0.3421064,0.1,1.0,0.4,0.59271735,0
0.48555952,0.31864995,1.0,0.32280836,0.5202393,0
0.42654428,0.14807278,1.0,0.31558526,0.56105393,0
0.3,0.1,1.0,0.4,0.58788556,0
0.7370874,0.33257845,0.79936665,0.35780615,0.5776747,0
0.7953819,0.5506167,1.0,0.361887,0.5249738,0
0.3217879,0.1,0.7630733,0.24793649,0.5808838,0
0.6168262,0.3044887,0.92376536,0.34211668,0.5637157,0
0.5611698,0.22127227,0.80105186,0.20754468,0.5740807,0
0.36444032,0.1,0.86531466,0.24437441,0.5302911,0
0.4088121,0.13887471,1.0,0.3564136,0.5789425,0
0.6638248,0.46308652,1.0,0.30465162,0.54672575,0
0.3,0.1,0.7174207,0.27711293,0.56656945,0
0.61320966,0.17205577,0.77997124,0.186081,0.5078938,0
0.6993654,0.40005055,0.9618392,0.3744918,0.49553216,0
0.3219883,0.12388129,0.9086247,0.32411838,0.5945202,0
0.7443285,0.33753738,0.97703177,0.2730208,0.5153042,0
0.60867053,0.20325892,0.7922679,0.3882771,0.5494422,0
0.6691745,0.2810329,0.8193901,0.327269,0.6119608,0
0.43113503,0.1,0.7364327,0.3043607,0.5507946,0
0.3,0.1,1.0,0.4,0.5707097,0
0.37471113,0.1,0.82016206,0.4,0.57275385,0
0.3,0.1,1.0,0.4,0.5369806,0
0.3,0.1,1.0,0.28562805,0.585114,0
0.5827579,0.43571553,0.9602711,0.24917608,0.5643686,0
0.3,0.14254807,1.0,0.4,0.57148045,0
0.5258778,0.23138936,1.0,0.4,0.56737864,0
0.8550674,0.6005146,1.0,0.4,0.50463957,0
0.34231117,0.1,0.7820759,0.053334147,0.56726795,0
0.51623315,0.18695864,1.0,0.4,0.47141805,0
0.3,0.1,0.97895694,0.17801303,0.5798172,0
0.63770777,0.22436439,0.9006937,0.4,0.5499371,0
0.6368231,0.34610796,1.0,0.4,0.48291886,0
0.3189053,0.1,0.78895974,0.19715896,0.5418637,0
0.3,0.1,0.9246791,0.4,0.52431285,0
0.3619575,0.13181756,0.95459944,0.3310159,0.5758145,0
0.3,0.1,0.88011986,0.34148526,0.55608726,0
0.5587564,0.13451539,1.0,0.23924637,0.51227456,0
0.6601893,0.4561315,1.0,0.28595996,0.5515417,0
0.4735929,0.22730255,1.0,0.26358858,0.5055663,0
0.3,0.1,0.7156319,0.29827824,0.587661,0
0.76881313,0.380307,0.777297,0.20391859,0.5153552,0
0.5458518,0.25228542,1.0,0.2531523,0.5777939,0
0.49628976,0.23968783,0.7533451,0.21364759,0.48605913,0
0.3,0.1,0.9031828,0.23548192,0.4378789,0
0.42734554,0.1,0.7297266,0.07793972,0.522032,0
0.4586832,0.13716201,0.5541694,0.4,0.5680951,0
0.47092023,0.10051469,0.595993,0.4,0.51445585,0
0.56551373,0.16797623,0.7955292,0.31110156,0.5214168,0
0.3,0.1,1.0,0.28621727,0.4924814,0
0.35292307,0.1,0.9468986,0.4,0.5172219,0
0.3,0.1,0.97035074,0.4,0.50564784,0
0.40401646,0.16749723,0.9957017,0.26075453,0.5293424,0
0.3,0.1,0.90666914,0.14422432,0.6022357,0
0.64129114,0.33549738,1.0,0.39180702,0.51659536,0
0.5440884,0.17809726,0.94549596,0.4,0.483393,0
0.6010819,0.28096846,0.9486213,0.4,0.4578556,0
0.4175257,0.25354236,1.0,0.15088744,0.5938193,0
0.5066795,0.17951167,0.86302423,0.34820122,0.5876538,0
0.3500544,0.1,0.9659371,0.16996159,0.5517033,0
0.76416993,0.4863541,0.9658732,0.3784411,0.5899667,0
0.3,0.1,1.0,0.3150602,0.48214024,0
0.3,0.1,1.0,0.4,0.50050974,0
0.42296714,0.14657363,0.7221082,0.4,0.5563034,0
0.4828876,0.14574182,0.76408935,0.35571235,0.5884946,0
0.9192606,0.5794756,0.93600863,0.4,0.6261105,0
0.6593616,0.35731575,0.9419695,0.4,0.52188855,0
0.55769485,0.27276665,1.0,0.35522994,0.598388,0
0.3,0.11403333,1.0,0.089288265,0.5450835,0
0.3,0.1,0.91881025,0.39336303,0.55196804,0
0.3,0.1,1.0,0.4,0.5544582,0
0.604867,0.19434531,0.67030704,0.38575402,0.5209385,0
0.63606733,0.28870788,0.9886476,0.4,0.50049615,0
0.6253336,0.19018595,1.0,0.23296504,0.5452234,0
0.3,0.1,0.54561603,0.3918179,0.580223,0
0.3,0.1,0.7556157,0.21812639,0.5008859,0
0.46552896,0.1,0.8927902,0.066602476,0.5969286,0
0.54292387,0.1,0.74727255,0.3488264,0.5806573,0
0.4905873,0.20160864,0.905163,0.4,0.55072796,0
0.60395724,0.25137684,0.91433084,0.0655265,0.5489551,0
0.61390823,0.1,0.66507846,0.4,0.5707627,0
0.7001675,0.38709965,0.9198161,0.35995176,0.5416068,0
0.60630745,0.1862443,1.0,0.05,0.5168703,0
0.3,0.1,1.0,0.20874292,0.47169456,0
0.3129702,0.1,0.6537524,0.4,0.6186343,0
0.40435418,0.116542205,0.7375293,0.4,0.47391737,0
0.8178367,0.5841243,1.0,0.30233878,0.54254645,0
0.31001112,0.16310728,1.0,0.23186344,0.6086971,0
0.38686797,0.13656838,0.8275623,0.4,0.5273326,0
0.40424237,0.10651374,0.9458916,0.4,0.56432176,0
0.59043103,0.15480626,0.8305175,0.2510072,0.5802017,0
0.38568068,0.1,0.5349928,0.263047,0.5879916,0
0.50542045,0.16805585,0.7417628,0.3209981,0.4201706,0
0.3,0.1,1.0,0.32106677,0.47545442,0
0.46816066,0.1,0.8843998,0.26243442,0.5484308,0
0.68420565,0.32650077,0.8439419,0.4,0.5657627,0
0.5633788,0.20887439,0.8914325,0.4,0.53628445,0
0.40367353,0.20390902,0.8331021,0.19989304,0.49065828,0
0.62175,0.21713753,0.63042545,0.16413943,0.53933764,0
0.6184772,0.2182847,0.6905623,0.20471969,0.5956367,0
0.53111964,0.25523147,0.8647885,0.4,0.56024635,0
0.587124,0.33427212,0.84892035,0.4,0.5806246,0
0.6599066,0.2710809,0.62910604,0.07764656,0.57834613,0
0.30400968,0.1,1.0,0.4,0.5417247,0
0.32800084,0.103473924,1.0,0.28466138,0.52000743,0
0.5797568,0.32040387,1.0,0.4,0.51537,0
0.7919435,0.43533698,0.9397623,0.4,0.5320611,0
0.42755154,0.23275912,1.0,0.23140001,0.5719117,0
0.3,0.1,0.84902483,0.3252715,0.5093983,0
0.6946712,0.23738334,0.6895274,0.4,0.5818154,0
0.3856606,0.1,0.75002295,0.08524924,0.64585966,0
0.3687529,0.1301241,1.0,0.2507546,0.53854936,0
0.3,0.1,0.8337394,0.31871453,0.51571286,0
0.42271712,0.1,0.7199093,0.4,0.52072614,0
0.56916016,0.26705477,0.9164584,0.35118568,0.5813874,0
0.3,0.1,1.0,0.32642624,0.55807245,0
0.6259739,0.33039442,1.0,0.3949016,0.6072185,0
0.3,0.1,0.9266167,0.4,0.51722664,0
0.32187605,0.10046731,1.0,0.30777502,0.5703693,0
0.3,0.1,0.93106014,0.17687853,0.5194742,0
0.3,0.1,0.71293736,0.05,0.51502126,0
0.3,0.1,0.7715238,0.2582236,0.48255578,0
0.37132886,0.12810352,1.0,0.39148605,0.5562758,0
0.3570957,0.1,0.6761703,0.1426802,0.56360334,0
0.37807605,0.1,0.83400714,0.15283343,0.5515504,0
0.47701907,0.1477433,1.0,0.4,0.6303851,0
0.3,0.1,0.8132763,0.4,0.5739412,0
0.5341503,0.17526312,1.0,0.4,0.5501216,0
0.55353266,0.13901512,0.80204487,0.07170818,0.534335,0
0.4051248,0.1,0.78210557,0.29352245,0.5464601,0
0.5524578,0.28295493,1.0,0.4,0.5751877,0
0.42264548,0.13561334,0.6712572,0.14640129,0.5729739,0
0.8000905,0.17748901,0.46258572,0.16362113,0.39397693,0
0.65323514,0.18623485,0.7690699,0.28688583,0.44666278,0
0.6018654,0.26009047,0.91011006,0.19752698,0.5594937,0
0.3,0.1,0.92771095,0.4,0.5976521,0
0.44181308,0.17950706,1.0,0.3370907,0.51978165,0
0.5808068,0.17278636,0.9141117,0.24889453,0.5498468,0
0.63164306,0.17810436,0.72037745,0.18653351,0.49406266,0
0.4311718,0.1,0.8474143,0.35341284,0.5110484,0
0.84409374,0.3862487,0.7425457,0.35648426,0.58790934,0
0.5367534,0.26080963,0.7956191,0.22232977,0.54553396,0
0.3227823,0.1,1.0,0.2933344,0.56015295,0
0.3156345,0.1,0.9113141,0.27155107,0.5135573,0
0.5540302,0.24608167,0.9362427,0.11529115,0.58213514,0
0.6110942,0.29884085,1.0,0.35510266,0.53449947,0
0.56281346,0.29200324,0.9583896,0.34326676,0.5685158,0
0.41541126,0.12293444,0.71138346,0.36747712,0.5392143,0
0.66946566,0.19118972,0.78932047,0.4,0.5217564,0
0.3,0.1,0.9302146,0.33799347,0.5740565,0
0.33186382,0.1,0.64859957,0.37599182,0.49427325,0
0.4825309,0.20549916,1.0,0.3281183,0.5927538,0
0.6209447,0.30522218,0.78062254,0.07789293,0.5953388,0
0.54356796,0.23569915,0.70431167,0.2642225,0.51523834,0
0.3,0.1,0.9441921,0.4,0.5127573,0
0.67220503,0.4143694,1.0,0.25379598,0.503665,0
0.75543714,0.5047466,1.0,0.27385643,0.53351104,0
0.80715483,0.63582313,1.0,0.27404508,0.55797094,0
0.5196172,0.28059337,0.9470015,0.4,0.5532512,0
0.8812893,0.530489,0.84729195,0.22341946,0.51187205,0
0.580518,0.19152297,0.89950085,0.08401642,0.4529661,0
0.52492654,0.13966933,0.975882,0.084824115,0.56891733,0
0.46506283,0.19891985,1.0,0.35363096,0.5538825,0
0.30951515,0.1,0.7487987,0.2124757,0.5922479,0
0.39388272,0.1,0.81270254,0.2768498,0.5779196,0
0.46596858,0.14473733,1.0,0.4,0.4999097,0
0.3761029,0.1,1.0,0.4,0.5343068,0
0.45406786,0.20708558,1.0,0.21470205,0.5369051,0
0.3,0.1,1.0,0.4,0.4815631,0
0.6517076,0.4051354,1.0,0.4,0.5437319,0
0.3,0.1,0.54271775,0.4,0.5637042,0
0.48900717,0.23193836,1.0,0.39017844,0.58410585,0
0.47422114,0.22765963,0.7547265,0.35166952,0.55156815,0
0.42841986,0.12444338,1.0,0.35180366,0.48234436,0
0.32709733,0.1,0.7351007,0.4,0.5680483,0
0.6224963,0.36695015,0.97707343,0.053509023,0.5738357,0
0.5620087,0.2385315,1.0,0.4,0.57044876,0
0.6083679,0.3242405,1.0,0.4,0.47979915,0
0.31728542,0.1,0.6761509,0.37729746,0.5336343,0
0.6654481,0.2909218,1.0,0.4,0.5554135,0
0.3,0.1,1.0,0.37974337,0.5919849,0
0.503823,0.20074353,0.76782805,0.21407299,0.50327283,0
0.3,0.1,1.0,0.38343784,0.5512666,0
0.598305,0.29850647,0.98793685,0.4,0.64862496,0
0.3,0.1,0.8147344,0.20275398,0.57810533,0
0.66397065,0.3180033,0.8656893,0.28411865,0.5560383,0
0.3,0.1,1.0,0.30276796,0.5765415,0
0.3,0.1,0.70702666,0.22150226,0.55926305,0
0.40156436,0.13566417,0.6704471,0.4,0.5484559,0
0.47045133,0.1,0.9937975,0.3777352,0.5151672,0
0.7212648,0.32349974,0.7270698,0.28221777,0.48349586,0
0.47640696,0.33738792,1.0,0.4,0.58720315,0
0.57309294,0.20579436,1.0,0.27110475,0.53984296,0
0.3,0.1,1.0,0.05,0.5172851,0
0.3771538,0.105877556,1.0,0.07194796,0.5466063,0
0.3,0.1,0.944241,0.3021423,0.54798424,0
0.40504408,0.1,0.7572106,0.4,0.5630153,0
0.4625934,0.13024427,0.7993135,0.4,0.5680227,0
0.3048598,0.1,1.0,0.22966874,0.5109165,0
0.5385554,0.2532739,0.81214046,0.3439671,0.5066862,0
0.57911086,0.1646505,0.70091397,0.24872404,0.52140576,0
0.3,0.1,1.0,0.17457037,0.50590134,0
0.3,0.1,1.0,0.4,0.57122564,0
0.3,0.1,0.70511764,0.4,0.49992397,0
0.32483563,0.1,1.0,0.19549479,0.53115636,0
0.43848142,0.19237697,0.95512384,0.3534938,0.486464,0
0.46499535,0.12871183,1.0,0.13979828,0.43350002,0
0.3,0.1,0.95727,0.3695388,0.54813254,0
0.3762119,0.1,1.0,0.4,0.60220826,0
0.3,0.1,0.975391,0.4,0.52801424,0
0.66034234,0.3876981,1.0,0.4,0.5554108,0
0.39202097,0.1556516,1.0,0.3761606,0.5637663,0
0.3,0.1,0.8543119,0.35635707,0.544864,0
0.57599497,0.114777334,0.5537733,0.4,0.46510482,0
0.31793237,0.1,0.98811185,0.28944767,0.5471423,0
0.3,0.11668112,0.8227258,0.19367158,0.55274016,0
0.36244473,0.1305296,0.75325334,0.09273238,0.5339064,0
0.3,0.1,0.8012169,0.36962894,0.5218442,0
0.3,0.1,1.0,0.05,0.5289766,0
0.48989314,0.20742612,1.0,0.38439745,0.48082376,0
0.47296694,0.23329172,1.0,0.30134925,0.5134149,0
0.4776461,0.27935383,1.0,0.29688203,0.5907136,0
0.8978127,0.67972714,0.9960929,0.4,0.5084831,0
0.3456934,0.102243714,0.8321651,0.05,0.5596684,0
0.3,0.1,0.8623578,0.07707708,0.51387125,0
0.32251802,0.1,0.8768968,0.05,0.54911155,0
0.33601525,0.1,1.0,0.2348749,0.5474271,0
0.52165824,0.2081016,0.89099514,0.29678333,0.5263908,0
0.6262337,0.2992902,0.9283938,0.4,0.5367182,0
0.48062637,0.1,0.96162343,0.057899382,0.52975667,0
0.3,0.1,0.9215764,0.05,0.53670377,0
0.35825685,0.1,0.5949845,0.37641948,0.43020022,0
0.38763347,0.20758098,1.0,0.4,0.6228497,0
0.3,0.13476402,1.0,0.30783114,0.48831728,0
0.59191847,0.25233284,1.0,0.4,0.5626585,0
0.35562682,0.1,0.93130314,0.15873213,0.46833673,0
0.3,0.1,0.5959339,0.2772003,0.47437933,0
0.41582885,0.12349162,1.0,0.26121905,0.53851706,0
0.3,0.1,0.7274247,0.4,0.5427887,0
0.45240265,0.1,0.8379487,0.18418628,0.5420916,0
0.592314,0.24853244,0.85339123,0.1228615,0.4984692,0
0.396096,0.13769172,1.0,0.2858261,0.47203174,0
0.3,0.1,0.9190258,0.21241295,0.5377947,0
0.3,0.1,0.9013428,0.23422831,0.5473345,0
0.48474127,0.11639072,0.8691645,0.09636859,0.51952535,0
0.3,0.15961751,0.87111276,0.31235516,0.500542,0
0.38042998,0.1,0.9978009,0.12540768,0.57829434,0
0.3,0.1,0.94972485,0.4,0.50414497,0
0.35348722,0.11359755,0.92570156,0.32467,0.5439783,0
0.6542521,0.40303323,1.0,0.4,0.6091682,0
0.3,0.1,0.8963483,0.10197322,0.5785234,0
0.43597588,0.22592202,1.0,0.18683864,0.5713415,0
0.3,0.1,0.7622942,0.30317083,0.49445686,0
0.34323293,0.1,0.7656375,0.141975,0.5996952,0
0.366557,0.1,1.0,0.35387066,0.49446902,0
0.36328346,0.1,0.9217434,0.09345362,0.5202487,0
0.41036636,0.16679363,1.0,0.4,0.52275103,0
0.3,0.1,0.7092291,0.29768378,0.47862282,0
0.38410938,0.1,0.9327248,0.08428044,0.4712304,0
0.73234105,0.36142576,0.8764689,0.4,0.5927084,0
0.3,0.1,0.9058231,0.10622426,0.543213,0
0.60309076,0.30665192,1.0,0.22568618,0.56157225,0
0.8721886,0.5770506,0.91767645,0.4,0.5616686,0
0.40205407,0.11922021,0.9452733,0.23196103,0.6051577,0
0.7211553,0.45523372,1.0,0.22910954,0.5834473,0
0.3,0.1,0.9501226,0.073581,0.5178156,0
0.69795394,0.4607443,1.0,0.4,0.54297113,0
0.49060836,0.2769499,1.0,0.4,0.5604417,0
0.69491345,0.26648542,0.9029591,0.4,0.44031408,0
0.3,0.1,1.0,0.214318,0.47765052,0
0.48171073,0.26401904,1.0,0.12039715,0.60122097,0
0.3,0.1,0.8946597,0.15615791,0.5431431,0
0.38365573,0.17336562,0.92549837,0.35007912,0.5111674,0
0.3,0.1,1.0,0.18032669,0.51558393,0
0.43341848,0.121894166,0.90773696,0.32818055,0.5355293,0
0.3,0.1,0.72855455,0.1306433,0.49943236,0
0.30938604,0.16087577,0.91521025,0.36742118,0.50038975,0
0.61534697,0.17965731,0.8232692,0.38991845,0.52313983,0
0.3,0.107225925,1.0,0.10041527,0.5338031,0
0.3,0.1,1.0,0.32855433,0.518394,0
0.3,0.117475584,0.9908053,0.33764923,0.57461244,0
0.5242908,0.20387931,0.65270793,0.4,0.54188347,0
0.6775228,0.272385,0.84871054,0.28325993,0.48040298,0
0.39939842,0.1900058,0.9477978,0.4,0.4771893,0
0.34923315,0.113988385,0.8719803,0.1260024,0.4655019,0
0.6748376,0.36155823,0.9419669,0.4,0.5189168,0
0.53492993,0.15704665,0.6415545,0.4,0.5096898,0
0.44670695,0.1,1.0,0.4,0.5810584,0
0.6746081,0.3998838,1.0,0.3877818,0.556156,0
0.46888143,0.1,0.8865531,0.4,0.5332109,0
0.32729685,0.1,1.0,0.22107282,0.58487326,0
0.70068735,0.27731347,0.7703342,0.09901932,0.47822505,0
0.51725096,0.10700845,1.0,0.4,0.54917943,0
0.31687385,0.1,0.8672174,0.35414037,0.603002,0
0.3,0.1,1.0,0.342735,0.5606064,0
0.4266875,0.14874627,1.0,0.05,0.49054122,0
0.5032938,0.1527004,1.0,0.4,0.610935,0
0.3905157,0.1,0.9683682,0.37564337,0.51189446,0
0.33859032,0.13310304,0.54563105,0.4,0.5247951,0
0.46081224,0.23032132,0.9143835,0.25533995,0.5303068,0
0.79455715,0.55945325,0.9610936,0.19615652,0.55598843,0
0.52188367,0.23495908,0.8331789,0.1972759,0.54066736,0
0.55828124,0.26336312,0.7593568,0.26568928,0.5297515,0
0.43145305,0.2609186,1.0,0.4,0.50610375,0
0.534964,0.15401608,1.0,0.25714734,0.47436148,0
0.45449707,0.1,0.74501175,0.05,0.5241053,0
0.5936547,0.21968922,0.657885,0.33653963,0.588381,0
0.41525474,0.18275975,1.0,0.4,0.5419864,0
0.56933665,0.22227907,0.8414344,0.29855898,0.48073742,0
0.4705638,0.113131665,0.5818797,0.19282183,0.51978135,0
0.600543,0.23077776,0.6485839,0.4,0.5832372,0
0.3,0.1,0.9249586,0.4,0.56165284,0
0.37893686,0.1,1.0,0.16769756,0.5512369,0
0.8326625,0.30971757,0.64376116,0.11516493,0.52581817,0
0.799329,0.5401392,0.94868165,0.4,0.4926223,0
0.9696637,1.007447,1.0,0.1718841,0.56148803,0
0.5474906,0.1538101,0.56620836,0.21574184,0.5385308,0
0.39591828,0.1,0.6904809,0.17024156,0.5162469,0
0.62496483,0.2696163,0.77102053,0.4,0.51319504,0
0.34878471,0.17921475,0.70260143,0.33087724,0.53173083,0
0.65960884,0.45757785,1.0,0.29188782,0.5194535,0
0.3,0.1,0.87345994,0.19062555,0.5076387,0
0.6044359,0.18271865,0.89002424,0.4,0.47581983,0
0.3,0.1,0.95113826,0.4,0.6590497,0
0.45646608,0.102686755,0.35737222,0.4,0.4625133,0
0.80818796,0.36780447,0.7363578,0.14360361,0.57811135,0
0.3,0.1,1.0,0.09251014,0.59298843,0
0.52850515,0.22853597,1.0,0.36463353,0.5520278,0
0.35146895,0.10908207,0.8624985,0.4,0.5781789,0
0.7718236,0.34349796,0.7366242,0.4,0.5226572,0
0.3,0.1,0.8301641,0.4,0.50687677,0
0.3,0.1,1.0,0.2848589,0.4798409,0
0.9234594,0.6585293,0.9562556,0.4,0.51355934,0
0.35970998,0.14234027,1.0,0.05,0.5106722,0
0.42256704,0.1,0.74560267,0.1236935,0.54742754,0
0.3679427,0.11362888,0.9081919,0.3770514,0.53333795,0
0.57104164,0.29800928,1.0,0.36687338,0.59543496,0
0.3711776,0.1,0.7598716,0.4,0.55515206,0
0.4017243,0.1,0.63624334,0.4,0.5290777,0
0.3,0.1,1.0,0.32724032,0.45897496,0
0.48822254,0.21942307,0.95092934,0.3291384,0.5405282,0
0.54316735,0.15877932,0.97555685,0.2730486,0.53845924,0
0.6764876,0.29782125,0.70453477,0.2892566,0.49306569,0
0.5648874,0.21140245,0.7609441,0.4,0.46621147,0
0.5205792,0.2832382,0.88429,0.2942324,0.49954462,0
0.43579227,0.101835646,0.72642535,0.38510448,0.58362603,0
0.72402585,0.5036374,1.0,0.2963423,0.52318716,0
0.3,0.1,1.0,0.34766224,0.527743,0
0.33971435,0.1287454,1.0,0.4,0.44531164,0
0.35409528,0.110734254,0.7864836,0.39061725,0.5329685,0
0.3,0.18033142,0.9983428,0.4,0.57575834,0
0.4963341,0.12853068,0.66091865,0.33686444,0.57939196,0
0.39670652,0.10189024,1.0,0.4,0.56769496,0
0.5732868,0.26737538,0.9838907,0.087324254,0.54397374,0
0.3,0.1,0.86090916,0.37314704,0.53508526,0
0.46992546,0.17904706,1.0,0.38992545,0.46703452,0
0.7315829,0.31463015,0.8192949,0.21633902,0.5516313,0
0.3,0.1,0.9635329,0.4,0.6032948,0
0.34211192,0.17631088,1.0,0.37823558,0.5479661,0
0.50329405,0.23273237,1.0,0.22977929,0.5462192,0
0.30848458,0.1,0.9223444,0.4,0.526419,0
0.31448495,0.103586555,0.81916094,0.4,0.5767183,0
0.33591184,0.1,0.90605664,0.16243097,0.5382629,0
0.39284018,0.1,0.7990266,0.4,0.55275685,0
0.3,0.12786582,0.8731826,0.4,0.55510926,0
1.0319278,0.54446244,0.7140692,0.13895327,0.4839129,0
0.3,0.1,0.96148264,0.3228603,0.56546104,0
0.39714187,0.14900391,0.99682474,0.17762491,0.511294,0
0.80608916,0.30670014,0.6852816,0.4,0.47387195,0
0.45677787,0.1,0.95399994,0.4,0.5168999,0
0.46551168,0.11845394,0.9265014,0.38902888,0.53887933,0
0.3,0.1,0.9530247,0.4,0.4897155,0
0.6028211,0.29161924,0.99210143,0.19558927,0.58706987,0
0.54505575,0.21870807,1.0,0.4,0.5329387,0
0.44553116,0.28331655,1.0,0.05,0.5056157,0
0.3,0.1,1.0,0.32765564,0.47969908,0
0.34268442,0.1,1.0,0.38387972,0.51632947,0
0.43116376,0.1,0.9045471,0.4,0.572124,0
0.64597815,0.2878751,0.8360659,0.26333088,0.5207618,0
0.5040166,0.22084366,0.98064476,0.3215346,0.5492417,0
0.3,0.1,1.0,0.4,0.5168485,0
